"","Product ID","Type","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]"
"5583","M20441","M","302.5","312.1","1454","47.6"
"5584","L52762","L","302.5","312","2052","18.9"
"5585","L52763","L","302.5","312","1673","29.9"
"5586","L52764","L","302.4","311.9","1578","29.9"
"5587","M20445","M","302.5","312","1642","29.1"
"5588","M20446","M","302.4","311.8","1557","31.5"
"5589","L52767","L","302.5","311.9","1481","42.9"
"5590","M20448","M","302.5","311.8","1566","37.6"
"5591","M20449","M","302.5","311.9","1298","57.5"
"5592","M20450","M","302.5","311.9","1340","59.4"
"5593","L52771","L","302.5","312","1574","33.8"
"5594","L52772","L","302.5","311.9","1437","46.7"
"5595","L52773","L","302.6","311.9","1354","48.0"
"5596","L52774","L","302.6","311.9","1598","35.5"
"5597","M20455","M","302.7","312","1944","21.4"
"5598","M20456","M","302.7","312","1538","36.7"
"5599","L52777","L","302.7","312","1501","37.0"
"5600","L52778","L","302.8","312.1","1441","52.1"
"5601","M20459","M","302.7","312","1652","31.0"
"5602","L52780","L","302.8","312.1","1487","36.6"
"5603","L52781","L","302.9","312.2","1605","33.9"
"5604","L52782","L","302.9","312.1","1334","54.7"
"5605","L52783","L","302.9","312.2","1340","57.8"
"5606","L52784","L","302.9","312.2","1513","37.8"
"5607","L52785","L","302.9","312.2","1510","41.4"
"5608","L52786","L","302.9","312.2","1729","23.6"
"5609","M20467","M","302.9","312.2","1745","25.5"
"5610","M20468","M","303.1","312.3","1623","31.6"
"5611","M20469","M","303.1","312.4","1378","50.1"
"5612","L52790","L","303.1","312.4","1407","41.2"
"5613","M20471","M","303.0","312.3","1674","29.5"
"5614","L52792","L","303.0","312.3","1486","42.4"
"5615","M20473","M","303.0","312.3","1483","38.8"
"5616","H35028","H","303.0","312.2","1624","28.8"
"5617","M20475","M","303.0","312.2","1257","71.3"
"5618","L52796","L","303.0","312.3","1480","41.4"
"5619","L52797","L","303.1","312.4","1404","61.5"
"5620","M20478","M","303.0","312.4","1645","29.6"
"5621","L52799","L","303.0","312.3","1932","21.9"
"5622","L52800","L","303.0","312.3","1533","38.5"
"5623","M20481","M","302.9","312.2","1292","54.4"
"5624","L52802","L","302.9","312.2","1571","40.6"
"5625","L52803","L","302.9","312.3","1578","36.3"
"5626","M20484","M","302.8","312.2","1469","36.9"
"5627","L52805","L","302.7","312.1","1728","24.4"
"5628","H35040","H","302.7","312.1","1603","32.5"
"5629","L52807","L","302.7","312.1","1597","39.8"
"5630","L52808","L","302.7","312.1","1688","32.0"
"5631","L52809","L","302.7","312.2","1405","51.4"
"5632","M20490","M","302.8","312.2","1615","32.9"
"5633","L52811","L","302.8","312.2","1515","36.8"
"5634","L52812","L","302.7","312.2","1376","52.8"
"5635","L52813","L","302.7","312.2","1447","47.5"
"5636","M20494","M","302.6","312.2","1353","56.5"
"5637","L52815","L","302.6","312.1","1502","47.3"
"5638","L52816","L","302.6","312","1447","45.5"
"5639","M20497","M","302.5","312","1487","46.1"
"5640","L52818","L","302.6","312.1","1519","38.1"
"5641","L52819","L","302.6","312.1","1668","28.7"
"5642","L52820","L","302.6","312.1","1420","51.6"
"5643","L52821","L","302.6","312.1","1473","37.3"
"5644","L52822","L","302.5","312","1495","38.8"
"5645","L52823","L","302.5","312","1574","42.0"
"5646","L52824","L","302.5","312","1383","51.3"
"5647","M20505","M","302.5","312","1591","29.4"
"5648","M20506","M","302.4","311.8","1644","37.2"
"5649","H35061","H","302.5","311.8","2370","14.7"
"5650","L52828","L","302.5","311.9","1401","44.9"
"5651","M20509","M","302.5","311.9","1414","51.6"
"5652","L52830","L","302.5","312","1456","46.3"
"5653","M20511","M","302.5","312","1447","45.7"
"5654","L52832","L","302.4","311.8","1727","26.5"
"5655","L52833","L","302.4","311.7","1495","36.8"
"5656","L52834","L","302.3","311.6","1544","34.3"
"5657","L52835","L","302.3","311.5","1387","47.3"
"5658","M20516","M","302.3","311.5","1316","47.2"
"5659","L52837","L","302.3","311.5","1794","26.1"
"5660","M20518","M","302.2","311.4","1372","55.1"
"5661","M20519","M","302.3","311.5","1674","30.0"
"5662","L52840","L","302.2","311.4","1477","41.7"
"5663","L52841","L","302.2","311.4","1397","53.0"
"5664","L52842","L","302.2","311.5","1616","34.0"
"5665","M20523","M","302.3","311.5","1530","42.3"
"5666","M20524","M","302.2","311.4","1539","35.1"
"5667","L52845","L","302.3","311.4","1845","21.9"
"5668","L52846","L","302.2","311.4","1430","43.1"
"5669","L52847","L","302.2","311.4","2080","19.2"
"5670","M20528","M","302.2","311.4","1432","45.3"
"5671","M20529","M","302.2","311.5","1479","39.5"
"5672","L52850","L","302.2","311.5","1424","45.2"
"5673","H35085","H","302.2","311.6","1534","37.2"
"5674","H35086","H","302.1","311.6","1701","26.2"
"5675","L52853","L","302.2","311.6","1462","50.0"
"5676","M20534","M","302.2","311.7","1393","42.5"
"5677","M20535","M","302.3","311.7","1453","42.5"
"5678","L52856","L","302.3","311.8","1565","37.8"
"5679","L52857","L","302.3","311.8","1281","51.7"
"5680","M20538","M","302.2","311.7","1584","36.2"
"5681","M20539","M","302.2","311.7","1466","49.0"
"5682","M20540","M","302.2","311.6","1386","50.5"
"5683","L52861","L","302.2","311.6","1383","44.3"
"5684","H35096","H","302.3","311.6","1441","53.9"
"5685","M20543","M","302.2","311.6","1592","37.7"
"5686","H35098","H","302.2","311.6","1594","36.8"
"5687","L52865","L","302.2","311.5","1482","45.6"
"5688","L52866","L","302.2","311.6","1658","31.4"
"5689","L52867","L","302.3","311.7","2170","18.2"
"5690","M20548","M","302.3","311.7","1423","44.6"
"5691","L52869","L","302.4","311.8","1543","31.1"
"5692","L52870","L","302.3","311.8","1435","44.8"
"5693","L52871","L","302.4","311.8","1320","56.4"
"5694","M20552","M","302.4","311.9","1313","55.7"
"5695","M20553","M","302.4","311.8","1453","42.1"
"5696","L52874","L","302.4","311.8","1508","45.7"
"5697","L52875","L","302.4","311.8","1451","42.0"
"5698","H35110","H","302.5","311.9","1595","34.6"
"5699","L52877","L","302.5","311.9","1354","49.4"
"5700","L52878","L","302.5","311.9","1265","59.8"
"5701","L52879","L","302.4","311.9","1867","25.9"
"5702","L52880","L","302.5","311.9","1497","41.6"
"5703","M20561","M","302.5","311.9","1347","54.3"
"5704","L52882","L","302.3","311.7","1544","43.2"
"5705","H35117","H","302.3","311.7","1456","45.4"
"5706","L52884","L","302.5","311.8","1335","52.7"
"5707","L52885","L","302.4","311.9","1452","43.1"
"5708","L52886","L","302.4","311.9","1290","70.0"
"5709","L52887","L","302.4","311.8","1448","43.4"
"5710","L52888","L","302.3","311.7","1611","38.6"
"5711","L52889","L","302.2","311.7","1556","38.6"
"5712","H35124","H","302.2","311.7","1413","46.5"
"5713","L52891","L","302.2","311.6","1545","35.9"
"5714","L52892","L","302.2","311.7","1330","54.6"
"5715","L52893","L","302.2","311.9","1596","38.0"
"5716","L52894","L","302.2","311.8","1618","36.0"
"5717","H35129","H","302.2","311.9","1597","35.8"
"5718","L52896","L","302.3","312","1354","52.2"
"5719","L52897","L","302.3","312","1746","28.1"
"5720","L52898","L","302.4","312","1621","32.5"
"5721","L52899","L","302.3","312","1398","43.3"
"5722","L52900","L","302.3","311.9","1434","51.9"
"5723","M20581","M","302.3","311.8","1443","43.4"
"5724","L52902","L","302.2","311.7","1488","44.6"
"5725","M20583","M","302.3","311.8","1475","48.0"
"5726","L52904","L","302.3","311.8","1433","50.3"
"5727","M20585","M","302.3","311.8","1557","34.1"
"5728","M20586","M","302.4","311.9","1398","50.1"
"5729","M20587","M","302.3","311.8","1559","34.4"
"5730","M20588","M","302.4","311.9","1422","46.4"
"5731","M20589","M","302.3","311.8","1463","35.7"
"5732","L52910","L","302.3","311.7","1793","25.3"
"5733","L52911","L","302.2","311.6","1872","20.4"
"5734","L52912","L","302.2","311.7","1412","44.5"
"5735","L52913","L","302.3","311.8","1487","43.2"
"5736","L52914","L","302.3","311.8","1369","56.2"
"5737","L52915","L","302.4","311.8","1673","30.1"
"5738","M20596","M","302.4","311.9","1439","36.6"
"5739","L52917","L","302.3","311.8","1574","42.8"
"5740","L52918","L","302.3","311.7","1281","48.8"
"5741","M20599","M","302.2","311.7","1653","31.4"
"5742","M20600","M","302.3","311.7","1535","38.3"
"5743","M20601","M","302.3","311.7","1483","40.5"
"5744","L52922","L","302.3","311.7","1414","47.0"
"5745","M20603","M","302.2","311.6","1379","42.9"
"5746","H35158","H","302.2","311.5","1482","42.6"
"5747","L52925","L","302.1","311.5","1987","20.1"
"5748","M20606","M","302.1","311.5","1635","31.6"
"5749","L52927","L","302.1","311.5","1533","39.4"
"5750","M20608","M","302.2","311.7","1576","34.0"
"5751","H35163","H","302.2","311.8","1330","62.4"
"5752","L52930","L","302.2","311.8","1981","21.8"
"5753","H35165","H","302.3","311.8","1475","42.8"
"5754","H35166","H","302.3","311.8","1804","25.0"
"5755","L52933","L","302.2","311.6","1416","54.1"
"5756","L52934","L","302.1","311.5","1727","27.7"
"5757","L52935","L","302.1","311.4","1391","49.2"
"5758","M20616","M","302.0","311.5","1366","52.3"
"5759","L52937","L","301.9","311.3","1366","55.6"
"5760","L52938","L","301.9","311.3","1501","40.8"
"5761","L52939","L","301.8","311.3","1551","35.8"
"5762","M20620","M","301.9","311.3","1522","35.6"
"5763","L52941","L","301.9","311.2","1369","49.8"
"5764","L52942","L","301.8","311.2","1334","52.3"
"5765","H35177","H","301.8","311.2","1451","39.4"
"5766","L52944","L","301.7","311.2","1589","37.9"
"5767","L52945","L","301.7","311.3","1708","30.5"
"5768","M20626","M","301.7","311.2","1413","42.6"
"5769","M20627","M","301.6","311.2","1415","46.5"
"5770","L52948","L","301.7","311.3","1421","45.9"
"5771","L52949","L","301.7","311.3","1348","51.0"
"5772","L52950","L","301.6","311.2","1408","42.9"
"5773","L52951","L","301.6","311.2","1525","43.7"
"5774","L52952","L","301.6","311.3","1706","29.9"
"5775","H35187","H","301.6","311.2","1395","46.8"
"5776","L52954","L","301.5","311.1","1602","34.3"
"5777","L52955","L","301.6","311.1","1907","21.5"
"5778","L52956","L","301.6","311.1","1325","49.2"
"5779","L52957","L","301.6","311.1","1408","44.4"
"5780","M20638","M","301.7","311.1","1489","41.4"
"5781","L52959","L","301.6","311.1","1680","29.2"
"5782","L52960","L","301.7","311.2","1517","42.4"
"5783","M20641","M","301.7","311.1","1618","36.7"
"5784","L52962","L","301.7","311.1","1455","39.8"
"5785","H35197","H","301.8","311.1","1543","36.4"
"5786","M20644","M","301.8","311.1","1399","41.8"
"5787","L52965","L","301.7","311.1","1469","37.2"
"5788","L52966","L","301.7","311.2","1521","36.7"
"5789","L52967","L","301.7","311.3","1584","38.8"
"5790","L52968","L","301.8","311.5","1443","43.3"
"5791","M20649","M","301.8","311.5","1416","49.0"
"5792","M20650","M","301.7","311.2","1563","34.5"
"5793","M20651","M","301.8","311.3","1542","40.1"
"5794","M20652","M","301.8","311.3","1624","31.6"
"5795","L52973","L","301.8","311.3","1471","44.2"
"5796","M20654","M","301.9","311.5","1492","40.8"
"5797","M20655","M","301.9","311.4","1465","39.9"
"5798","L52976","L","301.7","311.1","1399","55.1"
"5799","L52977","L","301.6","311","1431","42.6"
"5800","L52978","L","301.5","310.9","1600","39.0"
"5801","L52979","L","301.5","310.8","1593","34.5"
"5802","L52980","L","301.5","310.9","1469","44.7"
"5803","L52981","L","301.5","310.8","1413","44.6"
"5804","L52982","L","301.4","310.8","1490","38.0"
"5805","L52983","L","301.5","310.9","1671","31.1"
"5806","L52984","L","301.5","310.9","1365","46.5"
"5807","M20665","M","301.4","310.9","1557","39.3"
"5808","L52986","L","301.4","310.9","1440","45.4"
"5809","M20667","M","301.4","310.9","1489","38.9"
"5810","L52988","L","301.4","311","1733","25.7"
"5811","H35223","H","301.3","311","1580","36.6"
"5812","L52990","L","301.3","311","1856","21.9"
"5813","L52991","L","301.3","311.1","1454","40.3"
"5814","L52992","L","301.4","311.1","1495","36.3"
"5815","L52993","L","301.2","311","1761","29.1"
"5816","M20674","M","301.3","311","1402","47.5"
"5817","L52995","L","301.2","311","1670","33.0"
"5818","L52996","L","301.3","311","1582","35.6"
"5819","L52997","L","301.3","311","1542","35.1"
"5820","L52998","L","301.3","311","1539","36.9"
"5821","L52999","L","301.3","311","1418","41.9"
"5822","L53000","L","301.3","311.1","1723","27.6"
"5823","L53001","L","301.3","311.1","1303","49.2"
"5824","M20682","M","301.3","311","1463","50.2"
"5825","L53003","L","301.2","311","1544","39.3"
"5826","L53004","L","301.2","311","1596","37.2"
"5827","L53005","L","301.3","311.1","1413","42.0"
"5828","M20686","M","301.3","311.1","1492","41.2"
"5829","L53007","L","301.3","311.1","1624","40.9"
"5830","L53008","L","301.3","311.1","1504","39.1"
"5831","M20689","M","301.2","311.1","1574","34.3"
"5832","M20690","M","301.3","311.2","1438","42.4"
"5833","L53011","L","301.3","311.3","1474","50.7"
"5834","L53012","L","301.3","311.2","1675","32.1"
"5835","L53013","L","301.3","311.2","1457","44.5"
"5836","L53014","L","301.3","311.3","1434","49.8"
"5837","L53015","L","301.3","311.2","1668","30.1"
"5838","L53016","L","301.2","311.1","1550","39.7"
"5839","M20697","M","301.3","311.1","1834","25.4"
"5840","M20698","M","301.4","311.2","1476","36.5"
"5841","M20699","M","301.4","311.2","1541","36.3"
"5842","M20700","M","301.3","311.1","1581","30.9"
"5843","M20701","M","301.3","311.1","1678","30.7"
"5844","L53022","L","301.4","311.2","1355","50.6"
"5845","L53023","L","301.5","311.2","1700","28.8"
"5846","L53024","L","301.4","311.1","1462","37.1"
"5847","M20705","M","301.4","311.2","1727","26.5"
"5848","L53026","L","301.4","311.3","1674","33.3"
"5849","L53027","L","301.4","311.3","1397","42.3"
"5850","L53028","L","301.4","311.3","2323","15.9"
"5851","M20709","M","301.4","311.2","1434","47.6"
"5852","L53030","L","301.3","311.1","1560","35.3"
"5853","L53031","L","301.2","311","1573","32.8"
"5854","H35266","H","301.2","310.9","1798","22.3"
"5855","L53033","L","301.2","311","1567","35.1"
"5856","L53034","L","301.2","310.9","1416","53.3"
"5857","M20715","M","301.2","310.9","1424","45.2"
"5858","H35270","H","301.2","310.9","1598","35.9"
"5859","L53037","L","301.3","310.9","1760","23.9"
"5860","L53038","L","301.3","311","1348","44.5"
"5861","L53039","L","301.3","311","1542","33.6"
"5862","L53040","L","301.3","310.9","1566","33.1"
"5863","L53041","L","301.3","311","1554","47.7"
"5864","L53042","L","301.4","311","1470","40.6"
"5865","M20723","M","301.4","311.1","1758","25.4"
"5866","M20724","M","301.4","311","1486","36.5"
"5867","M20725","M","301.5","311.1","1402","40.0"
"5868","L53046","L","301.5","311.1","1459","45.1"
"5869","L53047","L","301.5","311","1494","45.3"
"5870","L53048","L","301.5","311.1","1731","27.9"
"5871","L53049","L","301.5","311.1","2076","18.7"
"5872","L53050","L","301.5","311.1","2055","16.8"
"5873","L53051","L","301.5","311.1","1469","49.5"
"5874","M20732","M","301.5","311","1504","42.6"
"5875","M20733","M","301.5","311.1","1396","43.5"
"5876","M20734","M","301.5","311.1","1660","33.8"
"5877","M20735","M","301.5","311","1577","39.7"
"5878","L53056","L","301.5","311.1","1426","52.1"
"5879","L53057","L","301.5","311.1","1458","41.4"
"5880","L53058","L","301.4","311","1533","45.8"
"5881","L53059","L","301.4","311","1701","28.4"
"5882","L53060","L","301.5","311.1","1434","49.6"
"5883","L53061","L","301.4","311.1","1952","22.7"
"5884","L53062","L","301.4","311.1","1469","36.9"
"5885","L53063","L","301.4","311.1","1800","26.0"
"5886","M20744","M","301.3","311.1","1438","43.0"
"5887","L53065","L","301.3","311.1","1647","28.2"
"5888","L53066","L","301.4","311.1","1494","41.9"
"5889","H35301","H","301.4","311.1","1445","41.4"
"5890","M20748","M","301.5","311.1","1507","38.6"
"5891","M20749","M","301.4","311","1234","55.8"
"5892","L53070","L","301.4","311","1634","32.6"
"5893","L53071","L","301.4","311","1334","53.3"
"5894","L53072","L","301.4","311.1","1472","44.5"
"5895","M20753","M","301.3","311","1410","52.7"
"5896","L53074","L","301.2","310.9","1597","37.9"
"5897","M20755","M","301.2","310.9","1460","46.7"
"5898","L53076","L","301.1","310.8","1274","55.7"
"5899","M20757","M","301.0","310.7","1517","40.2"
"5900","L53078","L","301.0","310.7","1300","57.2"
"5901","H35313","H","300.9","310.6","1686","27.7"
"5902","M20760","M","300.9","310.7","1485","41.0"
"5903","L53081","L","301.0","310.7","1464","45.8"
"5904","L53082","L","300.9","310.6","1598","35.4"
"5905","L53083","L","300.9","310.5","1894","21.9"
"5906","M20764","M","300.8","310.5","1330","59.0"
"5907","H35319","H","300.8","310.5","1582","31.1"
"5908","L53086","L","300.7","310.3","1533","35.6"
"5909","H35321","H","300.8","310.4","1419","46.4"
"5910","M20768","M","300.8","310.3","1526","36.3"
"5911","H35323","H","300.7","310.2","1364","65.3"
"5912","M20770","M","300.8","310.3","1458","43.4"
"5913","M20771","M","300.8","310.4","1288","64.0"
"5914","M20772","M","300.7","310.3","1659","29.8"
"5915","H35327","H","300.7","310.2","1479","52.3"
"5916","L53094","L","300.7","310.3","1592","36.0"
"5917","M20775","M","300.6","310.2","1532","38.7"
"5918","L53096","L","300.6","310.2","1555","41.9"
"5919","L53097","L","300.6","310.2","1341","52.6"
"5920","L53098","L","300.6","310.1","1541","42.0"
"5921","L53099","L","300.6","310.3","1414","50.6"
"5922","L53100","L","300.5","310.2","1764","25.9"
"5923","L53101","L","300.5","310.3","1336","57.1"
"5924","L53102","L","300.5","310.3","1435","43.3"
"5925","M20783","M","300.4","310.3","1537","35.0"
"5926","L53104","L","300.3","310.2","1369","48.8"
"5927","M20785","M","300.2","310.1","1619","31.3"
"5928","L53106","L","300.2","310.1","1440","51.1"
